,epoch,train_loss,train_acc,train_pre,train_rec,train_f1,train_auc,train_mcc,train_pr_auc,valid_loss,valid_acc,valid_pre,valid_rec,valid_f1,valid_auc,valid_mcc,valid_pr_auc,test_acc,test_pre,test_rec,test_f1,test_auc,test_mcc,test_pr_auc
0,0.0,0.6669329897356908,0.6332254584681769,0.6328293736501079,1.0,0.7751322751322751,0.6074492621080341,0.04307905076495652,0.7325714630297999,0.6322075089119332,0.6918714555765595,0.6723618090452261,1.0,0.8040865384615384,0.889575432003412,0.3299871227909336,0.9106584791463139,0.6616822429906543,0.651252408477842,1.0,0.7887981330221704,0.9260505211305681,0.2299860792040292,0.9424342038367168
1,1.0,0.4547716670276792,0.8260517799352751,0.7855462184873949,0.9970136518771331,0.8787366046249295,0.9054131782150472,0.6408689092028569,0.9332138225508916,0.30496783089772966,0.8724007561436673,0.832089552238806,1.0,0.9083503054989817,0.9679719951890747,0.7371011557453794,0.9781795971440134,0.8523364485981308,0.8105515587529976,1.0,0.8953642384105961,0.9717883639203436,0.6967840700448691,0.9778361558108963
2,2.0,0.11840738493551328,0.9598166127292341,0.9636670891423743,0.9731228668941979,0.9683718955635746,0.9905883743857156,0.9133741313556817,0.9919123656622547,0.08490088472478638,0.9773156899810964,0.9667149059334298,0.9985052316890882,0.9823529411764705,0.9978058799343686,0.9516051302177526,0.9986883752050147,0.9644859813084112,0.9467787114845938,1.0,0.9726618705035971,0.9862133181149191,0.924913524958444,0.989233822604254
3,3.0,0.03783373664381402,0.9881337648327939,0.9893617021276596,0.9918941979522184,0.9906263314870047,0.9980445487574189,0.9744677276034972,0.9975912959886143,0.03922820875191417,0.9896030245746692,0.9838235294117647,1.0,0.9918458117123795,0.9995619445052856,0.9777542261634995,0.9997407689011363,0.9626168224299065,0.9466292134831461,0.9970414201183432,0.9711815561959655,0.9915297509987084,0.9205965542382608,0.9944208472366263
4,4.0,0.02505371127249482,0.9927184466019418,0.9944515578318395,0.9940273037542662,0.9942393855344569,0.9984949405983204,0.9843458182373164,0.9982210953011782,0.030691595567172016,0.9905482041587902,0.9852724594992637,1.0,0.9925816023738873,0.9997425463320538,0.979767379860189,0.999848912356289,0.9626168224299065,0.9466292134831461,0.9970414201183432,0.9711815561959655,0.992731204757757,0.9205965542382608,0.9953035381912736
5,5.0,0.021342393653839022,0.9943365695792881,0.9940450871969375,0.9970136518771331,0.9955271565495207,0.9986603970454295,0.9878176080158836,0.9983628008169516,0.025974607602816377,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9997656018844071,0.9858176550943352,0.9998624737667243,0.9644859813084112,0.9492957746478873,0.9970414201183432,0.9725829725829725,0.9945183672243415,0.9245096091910591,0.996537562600821
6,6.0,0.019960945592680794,0.9954153182308522,0.9965855740503627,0.996160409556314,0.9963729464476211,0.9988550976849859,0.9901437255859525,0.9990515556110996,0.022456438033947184,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9998117129891139,0.9858176550943352,0.9998893324608473,0.9663551401869159,0.9519774011299436,0.9970414201183432,0.9739884393063584,0.9956297119514614,0.9284281417712874,0.9973424751724353
7,7.0,0.019391287962113382,0.9946062567421791,0.9936278674596432,0.9978668941979523,0.9957428693060877,0.999129867985147,0.9884012777380999,0.9993494963506961,0.024105331769265017,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.999846296317644,0.9858176550943352,0.9999097738494398,0.9607476635514018,0.9439775910364145,0.9970414201183432,0.9697841726618704,0.9957648754993542,0.9166888601114797,0.9974403046206084
8,8.0,0.014870768427515267,0.9970334412081985,0.9978659837814767,0.9974402730375427,0.9976530829955196,0.9991705283596729,0.9936224699951341,0.9993648914255189,0.032099121115751396,0.9924385633270322,0.9881831610044313,1.0,0.9940564635958394,0.9998962500144096,0.983799079146908,0.9999396995487666,0.9607476635514018,0.9439775910364145,0.9970414201183432,0.9697841726618704,0.9962604751749616,0.9166888601114797,0.9977699129407577
9,9.0,0.015170274074053735,0.9959546925566343,0.9957428693060877,0.9978668941979523,0.9968037502663541,0.9993652289992293,0.9912993101922136,0.9995165799087228,0.03165988070110831,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9998885648302918,0.9858176550943352,0.999935070780646,0.9607476635514018,0.9439775910364145,0.9970414201183432,0.9697841726618704,0.9966659658186406,0.9166888601114797,0.9980189114198859
10,10.0,0.013097784519115184,0.9964940668824164,0.9974391805377721,0.9970136518771331,0.9972263708128867,0.9994173055558335,0.992462888525407,0.9996042856196599,0.02584582861933887,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9998347685414674,0.9858176550943352,0.9999033342671063,0.9682242990654205,0.9546742209631728,0.9970414201183432,0.9753979739507959,0.9971916018382242,0.9323522688052134,0.9983440084403776
11,11.0,0.011801454926536548,0.9973031283710896,0.9974424552429667,0.9982935153583617,0.997867803837953,0.9993308240669383,0.994200096106302,0.9994956080505892,0.02248396037689134,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9998270833573495,0.9858176550943352,0.999898411137544,0.9700934579439252,0.9573863636363636,0.9970414201183432,0.9768115942028985,0.9971465473222599,0.9362821071659814,0.9983170695322797
12,12.0,0.010252316127342355,0.9981121898597627,0.9991456642460487,0.9978668941979523,0.9985058697972251,0.9994309111426941,0.9959442146251062,0.9995883808894637,0.0181443939361341,0.9924385633270322,0.9910846953937593,0.9970104633781763,0.9940387481371089,0.9998078703970551,0.9837357411407425,0.9998862799850308,0.9738317757009346,0.9655172413793104,0.9940828402366864,0.979591836734694,0.9972216381822006,0.9439335093522093,0.9983661722777352
13,13.0,0.010474897495108259,0.9981121898597627,0.9982942430703625,0.9987201365187713,0.9985071443804648,0.9994338824777557,0.9959403888378804,0.999565211812722,0.017946806026465086,0.9933837429111532,0.9925595238095238,0.9970104633781763,0.9947800149142431,0.9998501389097029,0.9857662690702628,0.9999118218539271,0.9719626168224299,0.9601139601139601,0.9970414201183432,0.9782293178519593,0.9969513110864145,0.9402177737954361,0.9981873393483365
14,14.0,0.011113887190358652,0.9970334412081985,0.9974413646055437,0.9978668941979523,0.9976540840264448,0.9995220842132656,0.9936205149271243,0.9996750807966189,0.025680523073157237,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9998693518699975,0.9858176550943352,0.9999235928470458,0.9644859813084112,0.9492957746478873,0.9970414201183432,0.9725829725829725,0.9974018562460577,0.9245096091910591,0.9984829941912385
15,15.0,0.010909056987466758,0.9978425026968716,0.9978687127024722,0.9987201365187713,0.9982942430703624,0.9994391996036552,0.9953602114717625,0.9995087453001601,0.026449665116611207,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9998770370541152,0.9858176550943352,0.999928097165917,0.9663551401869159,0.9519774011299436,0.9970414201183432,0.9739884393063584,0.9976121106538912,0.9284281417712874,0.9986104897155492
16,16.0,0.007633158952543289,0.9981121898597627,0.998719590268886,0.9982935153583617,0.9985065073607852,0.9997153773783192,0.9959416329345886,0.9998115719640429,0.02808854440121519,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9998616666858796,0.9858176550943352,0.9999189562774871,0.9644859813084112,0.9492957746478873,0.9970414201183432,0.9725829725829725,0.997867419577689,0.9245096091910591,0.9987673566268787
17,17.0,0.007227782735464434,0.9989212513484358,0.9995730145175064,0.9987201365187713,0.9991463935125907,0.9995633701320148,0.9976818633229815,0.9996626110238094,0.025417401684432277,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9998616666858796,0.9858176550943352,0.9999189729266692,0.9644859813084112,0.9492957746478873,0.9970414201183432,0.9725829725829725,0.9979875649535939,0.9245096091910591,0.998836040674607
18,18.0,0.006485995634241952,0.9989212513484358,0.9991467576791809,0.9991467576791809,0.9991467576791809,0.9997485312221633,0.9976804820193569,0.9998272152472578,0.02690078812199209,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.999867430573968,0.9858176550943352,0.9999221160475826,0.9644859813084112,0.9492957746478873,0.9970414201183432,0.9725829725829725,0.9978223650617246,0.9245096091910591,0.9987413708244111
