,epoch,train_loss,train_acc,train_pre,train_rec,train_f1,train_auc,train_mcc,train_pr_auc,valid_loss,valid_acc,valid_pre,valid_rec,valid_f1,valid_auc,valid_mcc,valid_pr_auc,test_acc,test_pre,test_rec,test_f1,test_auc,test_mcc,test_pr_auc
0,0.0,0.6670047739820059,0.6321467098166127,0.6321467098166127,1.0,0.774619960343688,0.57870112622982,0.0,0.7305543768655915,0.6320229623403351,0.6332703213610587,0.6329233680227058,1.0,0.7752027809965237,0.8909011262637324,0.04033673710100437,0.929774995855854,0.6317757009345795,0.6317757009345795,1.0,0.7743413516609393,0.9310816087465834,0.0,0.9575901010571986
1,1.0,0.426409416503505,0.8098705501618123,0.7709090909090909,0.9948805460750854,0.8686906314024957,0.9041686579824448,0.6055887766426682,0.933767741331462,0.28060363064078164,0.8818525519848771,0.8434343434343434,0.9985052316890882,0.9144421629021219,0.96784903224319,0.7554865623017861,0.9781449634503059,0.8598130841121495,0.8199513381995134,0.9970414201183432,0.8998664886515354,0.9625446790616646,0.7102901344965322,0.9640501324700147
2,2.0,0.11146473306700379,0.9573894282632147,0.9651063829787234,0.9675767918088737,0.9663400085215167,0.9913781239678521,0.908300219962104,0.9948086856751922,0.11554712249237441,0.9697542533081286,0.9543509272467903,1.0,0.9766423357664233,0.9970988429955311,0.9358653269009294,0.9982259741419024,0.9476635514018692,0.9234972677595629,1.0,0.9602272727272728,0.9775778692217583,0.8900779588606686,0.979987322548088
3,3.0,0.03638613009333064,0.9889428263214671,0.9893752656183595,0.9931740614334471,0.9912710240579092,0.9986882337633742,0.9762054332029413,0.9991349989729036,0.04124954650880565,0.9896030245746692,0.9838235294117647,1.0,0.9918458117123795,0.9996157407941101,0.9777542261634995,0.9997753683406494,0.9626168224299065,0.9441340782122905,1.0,0.9712643678160919,0.9833899017811553,0.9210227482311532,0.9847299868388799
4,4.0,0.02376570628238631,0.9929881337648327,0.9944539249146758,0.9944539249146758,0.9944539249146758,0.999145506590734,0.9849231331258195,0.9994159984883353,0.029090969024898595,0.9914933837429112,0.9867256637168141,1.0,0.9933184855233852,0.9997694444764661,0.9817823257985235,0.9998652216930497,0.9663551401869159,0.9519774011299436,0.9970414201183432,0.9739884393063584,0.9864085543507645,0.9284281417712874,0.9886112071840187
5,5.0,0.020851054377030047,0.9948759439050702,0.9948914431673053,0.9970136518771331,0.9959514170040487,0.9992865668131274,0.9889780036491529,0.9994856113470831,0.021288324063727437,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9998424537255851,0.9858176550943352,0.9999075983834673,0.9682242990654205,0.9546742209631728,0.9970414201183432,0.9753979739507959,0.9899978974559216,0.9323522688052134,0.993217563370046
6,6.0,0.01713916524529393,0.9956850053937433,0.995741056218058,0.9974402730375427,0.9965899403239558,0.9994845515598572,0.9907189052102233,0.9996467345749008,0.026252032870832578,0.9924385633270322,0.9881831610044313,1.0,0.9940564635958394,0.9998616666858796,0.983799079146908,0.99991921456245,0.9644859813084112,0.9492957746478873,0.9970414201183432,0.9725829725829725,0.9907037515393626,0.9245096091910591,0.9934921763720115
7,7.0,0.014632142816008166,0.9962243797195254,0.9961669505962522,0.9978668941979523,0.9970161977834613,0.9994116756578224,0.9918793787331914,0.9995390389597706,0.02410148657536634,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9999000926064686,0.9858176550943352,0.9999417608545352,0.9644859813084112,0.9492957746478873,0.9970414201183432,0.9725829725829725,0.9919502598143753,0.9245096091910591,0.9945648492796697
8,8.0,0.014127266507881101,0.9956850053937433,0.9965870307167235,0.9965870307167235,0.9965870307167235,0.9992840646362335,0.9907219280774273,0.9992816071238514,0.017255079486215442,0.9933837429111532,0.9910979228486647,0.9985052316890882,0.9947877885331348,0.9998731944620562,0.9857836967169868,0.9999255848769425,0.9663551401869159,0.9545454545454546,0.9940828402366864,0.9739130434782608,0.9931517135734238,0.9281131721322431,0.9952929745526559
9,9.0,0.010374192083646275,0.9964940668824164,0.9974391805377721,0.9970136518771331,0.9972263708128867,0.9996744042316815,0.992462888525407,0.9997811967792799,0.01485371255269186,0.995274102079395,0.9940476190476191,0.9985052316890882,0.9962714392244595,0.9998616666858796,0.989838379240873,0.9999186378362017,0.9682242990654205,0.9572649572649573,0.9940828402366864,0.9753265602322206,0.9940678220646981,0.9320594704563091,0.9961500332121932
