,epoch,train_loss,train_acc,train_pre,train_rec,train_f1,train_auc,train_mcc,train_pr_auc,valid_loss,valid_acc,valid_pre,valid_rec,valid_f1,valid_auc,valid_mcc,valid_pr_auc,test_acc,test_pre,test_rec,test_f1,test_auc,test_mcc,test_pr_auc
0,0.0,0.0001842732935659972,0.5606796116504854,0.6420341676599126,0.689419795221843,0.6648837687718576,0.5512220631949797,0.02980740088355678,0.6911725604461906,0.6562700533010558,0.6323251417769377,0.6323251417769377,1.0,0.7747539085118704,0.7868245203484463,0.0,0.8206315064065961,0.6336448598130842,0.6329588014981273,1.0,0.7752293577981652,0.7280659598113718,0.05668323244216068,0.7479364921902545
1,1.0,0.00016719301877704459,0.6523732470334412,0.6454370002757099,0.9987201365187713,0.7841232624351029,0.8481643091990032,0.184424866406143,0.8959485373051819,0.570842986803199,0.6805293005671077,0.6643495531281033,1.0,0.7983293556085919,0.9527399602675981,0.2951267742479112,0.9600672215062742,0.6915887850467289,0.6719681908548708,1.0,0.8038049940546969,0.9504400324392516,0.3303818903002322,0.9601110174212558
2,2.0,0.00012280676333565162,0.8632686084142395,0.836077570435419,0.9748293515358362,0.9001378766988379,0.9554199653698718,0.7080341361721177,0.9702830799628546,0.338865146378939,0.9083175803402647,0.8733681462140992,1.0,0.932404181184669,0.9834384282261441,0.809683518569431,0.9809088478094943,0.8859813084112149,0.8471177944862155,1.0,0.9172320217096337,0.9781335415853182,0.7647302037440411,0.9829578133910735
3,3.0,5.652658079741501e-05,0.9506472491909385,0.951525282072712,0.9714163822525598,0.9613679544015199,0.9851320648964599,0.8934453330769083,0.9877591622718297,0.1588863261846829,0.9546313799621928,0.9342657342657342,0.9985052316890882,0.9653179190751444,0.9927836121133872,0.9041183253674376,0.9872801571800139,0.9196261682242991,0.8871391076115486,1.0,0.9401947148817803,0.9844261556483346,0.8327662378875437,0.9888149198797663
4,4.0,2.5345915636805612e-05,0.9730312837108953,0.9770408163265306,0.9803754266211604,0.9787052810902895,0.9940013436689921,0.9419510267705581,0.9914666283751906,0.11485101557768078,0.9773156899810964,0.9653679653679653,1.0,0.9823788546255507,0.9954004173054977,0.9517394538791585,0.9889344212081572,0.9457943925233645,0.9209809264305178,1.0,0.9588652482269504,0.988180698645361,0.8862308130570795,0.992291589952113
5,5.0,1.6943041758990146e-05,0.9843581445523193,0.985969387755102,0.9893344709897611,0.9876490630323681,0.9958133888983417,0.9663361260401372,0.992919730812679,0.11616112991141081,0.9792060491493384,0.9681620839363242,1.0,0.9838235294117648,0.9959998616666859,0.9557235039226608,0.9893010865462575,0.9457943925233645,0.9209809264305178,1.0,0.9588652482269504,0.9901030246598385,0.8862308130570795,0.9937270100279307
6,6.0,1.276055625782855e-05,0.9889428263214671,0.9902085994040017,0.992320819112628,0.991263584061368,0.9972734091159309,0.9762108176623188,0.9940240567676308,0.09809316297647999,0.9848771266540642,0.9766423357664233,1.0,0.9881831610044313,0.9966761578690522,0.967714811769159,0.989704453065914,0.9495327102803738,0.9260273972602739,1.0,0.9615931721194879,0.9913495329348512,0.8939294920305872,0.9945094076603758
7,7.0,1.235272928100846e-05,0.9905609492988133,0.989817564700891,0.9953071672354948,0.9925547755796639,0.9970774573879275,0.9796916490746306,0.9936168541106001,0.08936688937167575,0.9886578449905482,0.9823788546255506,1.0,0.9911111111111112,0.9968990282084683,0.9757428495599831,0.989840884497376,0.9570093457943926,0.9362880886426593,1.0,0.9670958512160229,0.9922806595981137,0.9093818043653475,0.9951219577815026
8,8.0,1.2314229525165654e-05,0.9892125134843581,0.9910485933503836,0.9918941979522184,0.9914712153518124,0.9972127313262538,0.9767983656243955,0.9936484183650022,0.09576426198048471,0.9877126654064272,0.9809384164222874,1.0,0.9903774981495189,0.9969931717139113,0.9737332349204466,0.9906320775360254,0.9532710280373832,0.931129476584022,1.0,0.964336661911555,0.9930766227134833,0.901646181949224,0.9957150210271756
9,9.0,1.1222474077972681e-05,0.9924487594390508,0.9940273037542662,0.9940273037542662,0.9940273037542662,0.9973370582406693,0.9837633741354979,0.9937624729715442,0.10810272935280552,0.9839319470699432,0.9752186588921283,1.0,0.9874538745387454,0.9969124772806744,0.9657120940561706,0.9905787862700304,0.9420560747663551,0.9159891598915989,1.0,0.9561527581329562,0.9927462229297449,0.8785492209977558,0.9955884845367232
10,10.0,1.1728802224129655e-05,0.9908306364617044,0.9910714285714286,0.9944539249146758,0.9927597955706985,0.9973004639035961,0.9802704684798966,0.9937268932341252,0.08707768605147895,0.9905482041587902,0.9852724594992637,1.0,0.9925816023738873,0.9970335189305297,0.979767379860189,0.9899058836394622,0.9570093457943926,0.9362880886426593,1.0,0.9670958512160229,0.99373742228096,0.9093818043653475,0.9961620367699004
11,11.0,1.0831464409863074e-05,0.9929881337648327,0.9911016949152542,0.9978668941979523,0.9944727891156463,0.9975744522734779,0.9849286739712294,0.9939400292871361,0.08420924433935716,0.9905482041587902,0.9852724594992637,1.0,0.9925816023738873,0.9970412041146476,0.979767379860189,0.9899250196910415,0.9570093457943926,0.9362880886426593,1.0,0.9670958512160229,0.9940528038927101,0.9093818043653475,0.9963670809180966
12,12.0,9.632599712565293e-06,0.9932578209277239,0.9931943853679286,0.996160409556314,0.9946751863684772,0.9976345045189314,0.985495579793626,0.9940983592106266,0.07679681057182611,0.9914933837429112,0.9867256637168141,1.0,0.9933184855233852,0.9970873152193543,0.9817823257985235,0.9899527802112599,0.9626168224299065,0.9441340782122905,1.0,0.9712643678160919,0.9949989487279609,0.9210227482311532,0.996949484970165
13,13.0,9.798771397369523e-06,0.9924487594390508,0.9931856899488927,0.9948805460750854,0.9940323955669224,0.9978256082792029,0.983756064072415,0.9944510548118222,0.0839210424327075,0.9905482041587902,0.9852724594992637,1.0,0.9925816023738873,0.9971007642915605,0.979767379860189,0.9907083052228434,0.9570093457943926,0.9362880886426593,1.0,0.9670958512160229,0.9947736761481393,0.9093818043653475,0.9968380226407083
