,epoch,train_loss,train_acc,train_pre,train_rec,train_f1,train_auc,train_mcc,valid_loss,valid_acc,valid_pre,valid_rec,valid_f1,valid_auc,valid_mcc,test_acc,test_pre,test_rec,test_f1,test_auc,test_mcc,test_pr-auc,train_pr-auc,valid_pr-auc
0,0.0,0.7168772732427077,0.36003236245954695,0.32512998266897747,0.6876832844574781,0.4415156507413509,0.37133509278071924,-0.1658790711799373,0.7208147193173154,0.3648393194706994,0.3645933014354067,0.9794344473007712,0.5313807531380753,0.7383963326301389,-0.057299977659814365,0.3532710280373832,0.3586337760910816,0.9593908629441624,0.5220994475138121,0.676043012044574,-0.16138565267613558,0.7003586364774411,0.32280491145334517,0.7480659717061944
1,1.0,1.4872121096557527,0.3802588996763754,0.36557282671272306,0.9310850439882697,0.5250103348491112,0.47199438511505,-0.01822148781376806,0.7114200561618985,0.4045368620037807,0.3791374122367101,0.9717223650385605,0.5454545454545454,0.7009118470955769,0.09610851457186771,0.3775700934579439,0.36770428015564205,0.9593908629441624,0.5316455696202532,0.652314300303367,-0.005334004372721243,0.6897888911246945,0.3232769266420073,0.7328750222638266
2,2.0,0.6982153263807039,0.4279935275080906,0.38923031899326893,0.9750733137829912,0.5563689604685212,0.9408887294446169,0.15190675064776513,0.6955439852856958,0.42438563327032136,0.3888888888888889,0.9897172236503856,0.5583756345177665,0.7313893660107362,0.16787427164343355,0.39626168224299063,0.37884615384615383,1.0,0.5495118549511855,0.6853467695912053,0.12966379269165446,0.7180430924482106,0.927248975349428,0.7505584833674918
3,3.0,0.6806048156759885,0.4374325782092772,0.3950581395348837,0.9963343108504399,0.5657785179017486,0.9725284434958414,0.20212120848570947,0.6822893208276573,0.42438563327032136,0.3888888888888889,0.9897172236503856,0.5583756345177665,0.7294680699812867,0.16787427164343355,0.39626168224299063,0.37884615384615383,1.0,0.5495118549511855,0.6864881506623014,0.12966379269165446,0.720611100012198,0.9568574349855782,0.7507869214473553
4,4.0,0.6662227873406107,0.4374325782092772,0.39499709133216987,0.9956011730205279,0.565597667638484,0.9750059113929118,0.20086092381926465,0.669960158195748,0.42438563327032136,0.3888888888888889,0.9897172236503856,0.5583756345177665,0.6838180763215634,0.16787427164343355,0.39626168224299063,0.37884615384615383,1.0,0.5495118549511855,0.666529000090109,0.12966379269165446,0.7147292463552721,0.9612874205545734,0.7347077780342541
5,5.0,0.6530012155299305,0.8538295577130529,0.7170010559662091,0.9956011730205279,0.8336402701043585,0.9788548849999499,0.73983410891473,0.6536070137708985,0.8279773156899811,1.0,0.532133676092545,0.6946308724832215,0.7118382576150568,0.6467830811493154,0.8130841121495327,1.0,0.49238578680203043,0.6598639455782312,0.6834619890066982,0.6164162072011061,0.7201527814342878,0.9672973823622427,0.7445200148078177
6,6.0,0.6405008645505196,0.8538295577130529,1.0,0.6026392961876833,0.7520585544373285,0.9742474390219491,0.6996154052536057,0.6418288737704488,0.8279773156899811,1.0,0.532133676092545,0.6946308724832215,0.7005564073301286,0.6467830811493154,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6651398191812092,0.604741634113334,0.7072949526558083,0.9605336371629271,0.74119478798115
7,7.0,0.6278431954378706,0.8538295577130529,1.0,0.6026392961876833,0.7520585544373285,0.9756375546725651,0.6996154052536057,0.6300384347064734,0.8279773156899811,1.0,0.532133676092545,0.6946308724832215,0.6991711528928954,0.6467830811493154,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6626242753732016,0.604741634113334,0.7055927062850772,0.9624299380865626,0.7398799781815856
8,8.0,0.615283884598342,0.8538295577130529,1.0,0.6026392961876833,0.7520585544373285,0.970554225926556,0.6996154052536057,0.6265746995046143,0.8270321361058601,1.0,0.5295629820051414,0.692436974789916,0.7235255013621988,0.6448401510275834,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6671597633136095,0.604741634113334,0.7078790526819494,0.9550939670641916,0.7485119363125875
9,9.0,0.6025899409476222,0.8538295577130529,1.0,0.6026392961876833,0.7520585544373285,0.9507250995866404,0.6996154052536057,0.6170526728287536,0.8270321361058601,1.0,0.5295629820051414,0.692436974789916,0.7032001106666513,0.6448401510275834,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6722584327035714,0.604741634113334,0.70988680649844,0.9295556724814554,0.741318091391891
10,10.0,0.5918641780315222,0.8535598705501618,1.0,0.6019061583577713,0.751487414187643,0.9199115730685699,0.6990686156626108,0.6083182966889416,0.8270321361058601,1.0,0.5295629820051414,0.692436974789916,0.7282422831144977,0.6448401510275834,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6717027603400114,0.604741634113334,0.7094668730566179,0.8957878957090668,0.7502592284915258
11,11.0,0.5800309729036004,0.8538295577130529,1.0,0.6026392961876833,0.7520585544373285,0.9002674514327464,0.6996154052536057,0.6008776848280137,0.8270321361058601,1.0,0.5295629820051414,0.692436974789916,0.711317586391076,0.6448401510275834,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6703511248610818,0.604741634113334,0.7093181257999113,0.8772978654501989,0.7445053781011236
12,12.0,0.5690505944730909,0.8538295577130529,1.0,0.6026392961876833,0.7520585544373285,0.880015613583818,0.6996154052536057,0.5924715744525137,0.8260869565217391,1.0,0.5269922879177378,0.6902356902356902,0.7200959879496314,0.6428959252566211,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6790841918721654,0.604741634113334,0.7121054658798558,0.8602195092254734,0.7478742833525959
13,13.0,0.5589589019745042,0.8532901833872708,1.0,0.6011730205278593,0.750915750915751,0.8528261775244462,0.6985217771628963,0.5854807318045647,0.8270321361058601,1.0,0.5295629820051414,0.692436974789916,0.7306285327830742,0.6448401510275834,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6876595680773736,0.604741634113334,0.7150469745009711,0.8397126498304525,0.7522457800452667
14,14.0,0.5496999087714326,0.8538295577130529,1.0,0.6026392961876833,0.7520585544373285,0.8271679173380841,0.6996154052536057,0.5789541954241538,0.8270321361058601,1.0,0.5295629820051414,0.692436974789916,0.7274545517424233,0.6448401510275834,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6865031688342895,0.604741634113334,0.7148978470851012,0.821320737664858,0.7511400804341708
15,15.0,0.5424735359968105,0.8538295577130529,1.0,0.6026392961876833,0.7520585544373285,0.7934482687438071,0.6996154052536057,0.5745043474018912,0.8270321361058601,1.0,0.5295629820051414,0.692436974789916,0.7357391802214102,0.6448401510275834,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6907533115069233,0.604741634113334,0.7161270570290046,0.7987828353527222,0.7537109147354407
16,16.0,0.5359480515717174,0.8538295577130529,1.0,0.6026392961876833,0.7520585544373285,0.7833474497813098,0.6996154052536057,0.5701581319135619,0.8270321361058601,1.0,0.5295629820051414,0.692436974789916,0.7411879757609293,0.6448401510275834,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6940948547742769,0.604741634113334,0.7174546978656674,0.7937031266009139,0.7559379985820176
17,17.0,0.5310045854623521,0.8538295577130529,1.0,0.6026392961876833,0.7520585544373285,0.772013995926456,0.6996154052536057,0.5669964254465806,0.8270321361058601,1.0,0.5295629820051414,0.692436974789916,0.7338851295529912,0.6448401510275834,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6912414020965367,0.604741634113334,0.7166157958677333,0.7869139328364538,0.7532841849009526
18,18.0,0.5277257629518498,0.8538295577130529,1.0,0.6026392961876833,0.7520585544373285,0.754468106002222,0.6996154052536057,0.5637172909562664,0.8270321361058601,1.0,0.5295629820051414,0.692436974789916,0.723867492055441,0.6448401510275834,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.677477247469438,0.604741634113334,0.7114541380374482,0.7785116122387009,0.7488871835762365
19,19.0,0.5238931498609829,0.8538295577130529,1.0,0.6026392961876833,0.7520585544373285,0.7509436334611113,0.6996154052536057,0.5615612833508923,0.8270321361058601,1.0,0.5295629820051414,0.692436974789916,0.7383732770777856,0.6448401510275834,0.8074766355140187,1.0,0.47715736040609136,0.6460481099656358,0.6886432583425947,0.604741634113334,0.7151958441385864,0.7759839884965215,0.7544108460067662
