,epoch,train_loss,train_acc,train_pre,train_rec,train_f1,train_auc,train_mcc,valid_loss,valid_acc,valid_pre,valid_rec,valid_f1,valid_auc,valid_mcc,test_acc,test_pre,test_rec,test_f1,test_auc,test_mcc,test_pr-auc,train_pr-auc,valid_pr-auc
0,0.0,0.7612014893189217,0.38349514563106796,0.3659104130308319,0.9222873900293255,0.523948354852145,0.5479517179946554,-0.014377061546780492,0.8042078175932338,0.3563327032136106,0.3604206500956023,0.9691516709511568,0.5254355400696864,0.43596896722653233,-0.1404633555013409,0.34953271028037386,0.35619047619047617,0.949238578680203,0.5180055401662049,0.47557294326134625,-0.18077800332947888,0.5767595254139868,0.36738800405941685,0.5454040664699098
1,1.0,0.7934576794424746,0.3635382955771305,0.36511375947995667,0.9882697947214076,0.5332278481012658,0.8337816400268234,-0.08629800652305869,0.7858176496168616,0.3676748582230624,0.3676748582230624,1.0,0.5376641326883207,0.6325348427034941,0.0,0.36261682242990656,0.36466165413533835,0.9847715736040609,0.532235939643347,0.6333313309104016,-0.09836261096838417,0.698687522574839,0.7695829175179765,0.7049061283028951
2,2.0,0.7797422824425476,0.3713592233009709,0.36907663146493364,0.999266862170088,0.5390547755586316,0.9142663492238248,0.039805711601315755,0.759515874214569,0.3809073724007561,0.3723608445297505,0.9974293059125964,0.5422781271837875,0.8578605984452872,0.07842828014805062,0.3663551401869159,0.3660377358490566,0.9847715736040609,0.5337001375515817,0.8040203646412158,-0.04667424368409399,0.7943189743332245,0.8807904558170796,0.8406400581601459
3,3.0,0.6719031882388949,0.4954153182308522,0.42149272220501705,0.9978005865102639,0.5926409753973438,0.9475650065557035,0.28880464435682696,11.683155886617635,0.46408317580340264,0.10267857142857142,0.05912596401028278,0.07504078303425775,0.2009675646804308,-0.2848253111716721,0.4355140186915888,0.10526315789473684,0.07106598984771574,0.08484848484848485,0.22844141411107438,-0.3135932373419872,0.2811474387041254,0.9193225199047897,0.26708370803568066
4,4.0,5.913292098906948,0.1820388349514563,0.22136894824707845,0.48607038123167157,0.3041982105987612,0.1743665426420986,-0.6225849089564841,0.7710897297174133,0.3695652173913043,0.3683712121212121,1.0,0.5384083044982698,0.6317432687393608,0.033185226066156606,0.36261682242990656,0.36466165413533835,0.9847715736040609,0.532235939643347,0.6333313309104016,-0.09836261096838417,0.698687522574839,0.23789966274755486,0.7046230753726738
5,5.0,0.7705918737599765,0.36893203883495146,0.3681793625067531,0.999266862170088,0.5380971180418476,0.8894700889774104,0.016796169806085424,0.7685513953856123,0.3695652173913043,0.3683712121212121,1.0,0.5384083044982698,0.6317432687393608,0.033185226066156606,0.36261682242990656,0.36466165413533835,0.9847715736040609,0.532235939643347,0.6333313309104016,-0.09836261096838417,0.698687522574839,0.8370494255351577,0.7046230753726738
6,6.0,0.7670690260401565,0.36893203883495146,0.3681793625067531,0.999266862170088,0.5380971180418476,0.9043048702371064,0.016796169806085424,0.7649068124803569,0.3695652173913043,0.3683712121212121,1.0,0.5384083044982698,0.6317432687393608,0.033185226066156606,0.36261682242990656,0.36466165413533835,0.9847715736040609,0.532235939643347,0.6333313309104016,-0.09836261096838417,0.698687522574839,0.8562815813844464,0.7046230753726738
7,7.0,0.7635133477347825,0.36893203883495146,0.3681793625067531,0.999266862170088,0.5380971180418476,0.9043048702371063,0.016796169806085424,0.7612259436419871,0.3695652173913043,0.3683712121212121,1.0,0.5384083044982698,0.6317432687393608,0.033185226066156606,0.36261682242990656,0.36466165413533835,0.9847715736040609,0.532235939643347,0.6333313309104016,-0.09836261096838417,0.698687522574839,0.8562815813844464,0.7046230753726738
8,8.0,0.7599162954471387,0.36893203883495146,0.3681793625067531,0.999266862170088,0.5380971180418476,0.9003827079559217,0.016796169806085424,0.757375673783524,0.3695652173913043,0.3683712121212121,1.0,0.5384083044982698,0.6317432687393608,0.033185226066156606,0.36261682242990656,0.36466165413533835,0.9847715736040609,0.532235939643347,0.6333313309104016,-0.09836261096838417,0.698687522574839,0.8520347337560064,0.7046230753726738
9,9.0,0.7564784415717264,0.37216828478964403,0.36937669376693766,0.999266862170088,0.5393747526711515,0.8958900493429285,0.04523198426127882,0.7534750698870206,0.3790170132325142,0.37189292543021035,1.0,0.5421602787456447,0.6317432687393608,0.08167450715997251,0.3663551401869159,0.3660377358490566,0.9847715736040609,0.5337001375515817,0.6333313309104016,-0.04667424368409399,0.698687522574839,0.8469215588222463,0.7046230753726738
