B,C,D,E
0.9071276244255548,0.907833478508996,0.9241657405460608,0.8856065839665995
0.6745787402757336,0.5,0.7385786802030456,0.9083591145285796
0.8546766587570961,0.925059321779353,0.7976301324602769,0.9230844321629172
0.6387378728261196,0.7385786802030456,0.876715826149641,0.8920343615775088
0.7893401015228426,0.5,0.6333313309104016,0.7385786802030456
